fast_ema,slow_ema,rsi_period,rsi_overbought,rsi_oversold,atr_period,stop_atr,take_atr,final_capital,profit
10,20,14,70,30,14,1.5,2,771.30000000001,-228.69999999999004
20,100,14,75,30,14,1.0,2,770.4800000000125,-229.51999999998748
20,100,14,75,25,14,1.0,2,770.4800000000125,-229.51999999998748
5,20,14,75,25,14,1.0,4,768.4200000000143,-231.57999999998572
5,20,14,75,30,14,1.0,4,768.4200000000143,-231.57999999998572
15,100,14,70,25,14,1.5,4,768.0599999999956,-231.94000000000437
15,100,14,70,30,14,1.5,4,768.0599999999956,-231.94000000000437
5,50,14,70,30,14,1.5,2,767.4300000000043,-232.56999999999573
5,50,14,70,25,14,1.5,2,767.4300000000043,-232.56999999999573
20,80,14,70,30,14,2.0,3,767.2700000000033,-232.72999999999672
20,80,14,70,25,14,2.0,3,767.2700000000033,-232.72999999999672
20,70,14,70,25,14,1.0,2,766.110000000005,-233.88999999999498
20,70,14,70,30,14,1.0,2,766.110000000005,-233.88999999999498
5,20,14,75,30,14,1.0,3,761.4100000000177,-238.5899999999823
5,20,14,75,25,14,1.0,3,761.4100000000177,-238.5899999999823
15,100,14,70,25,14,1.5,2,761.0800000000023,-238.91999999999769
15,100,14,70,30,14,1.5,2,761.0800000000023,-238.91999999999769
20,80,14,70,30,14,2.0,2,759.5899999999989,-240.4100000000011
20,80,14,70,25,14,2.0,2,759.5899999999989,-240.4100000000011
15,100,14,70,30,14,2.0,3,757.2700000000021,-242.72999999999786
15,100,14,70,25,14,2.0,3,757.2700000000021,-242.72999999999786
5,20,14,75,30,14,1.5,3,751.6200000000122,-248.37999999998783
5,20,14,75,25,14,1.5,3,751.6200000000122,-248.37999999998783
20,100,14,70,30,14,2.0,4,750.8399999999988,-249.16000000000122
20,100,14,70,25,14,2.0,4,750.8399999999988,-249.16000000000122
15,80,14,70,25,14,1.0,2,749.1900000000082,-250.80999999999176
15,80,14,70,30,14,1.0,2,749.1900000000082,-250.80999999999176
15,100,14,70,25,14,2.0,2,745.3499999999977,-254.65000000000225
15,100,14,70,30,14,2.0,2,745.3499999999977,-254.65000000000225
5,20,14,70,25,14,1.0,4,744.2500000000152,-255.74999999998477
5,20,14,70,30,14,1.0,4,744.2500000000152,-255.74999999998477
5,20,14,70,30,14,1.0,3,741.680000000019,-258.31999999998095
5,20,14,70,25,14,1.0,3,741.680000000019,-258.31999999998095
15,90,14,70,25,14,1.0,2,740.1400000000075,-259.8599999999925
15,90,14,70,30,14,1.0,2,740.1400000000075,-259.8599999999925
5,20,14,70,30,14,1.5,4,739.04000000001,-260.95999999999003
5,20,14,70,25,14,1.5,4,739.04000000001,-260.95999999999003
20,80,14,70,25,14,1.0,2,736.2200000000063,-263.7799999999937
20,80,14,70,30,14,1.0,2,736.2200000000063,-263.7799999999937
20,100,14,70,25,14,1.5,3,733.1900000000046,-266.8099999999954
20,100,14,70,30,14,1.5,3,733.1900000000046,-266.8099999999954
20,90,14,70,30,14,1.0,2,733.090000000008,-266.909999999992
20,90,14,70,25,14,1.0,2,733.090000000008,-266.909999999992
5,20,14,70,30,14,1.5,3,731.2600000000127,-268.7399999999873
5,20,14,70,25,14,1.5,3,731.2600000000127,-268.7399999999873
5,50,14,70,30,14,1.0,2,727.6800000000144,-272.3199999999856
5,50,14,70,25,14,1.0,2,727.6800000000144,-272.3199999999856
20,100,14,70,25,14,1.5,4,727.4099999999966,-272.59000000000344
20,100,14,70,30,14,1.5,4,727.4099999999966,-272.59000000000344
20,100,14,70,30,14,1.5,2,724.360000000003,-275.63999999999703
20,100,14,70,25,14,1.5,2,724.360000000003,-275.63999999999703
20,100,14,70,30,14,1.0,3,722.8200000000063,-277.1799999999937
20,100,14,70,25,14,1.0,3,722.8200000000063,-277.1799999999937
20,100,14,70,25,14,2.0,3,721.0900000000031,-278.9099999999969
20,100,14,70,30,14,2.0,3,721.0900000000031,-278.9099999999969
20,100,14,70,30,14,1.0,4,721.0799999999994,-278.92000000000064
20,100,14,70,25,14,1.0,4,721.0799999999994,-278.92000000000064
20,100,14,70,30,14,2.0,2,702.1699999999986,-297.8300000000014
20,100,14,70,25,14,2.0,2,702.1699999999986,-297.8300000000014
15,100,14,70,25,14,1.0,2,699.5000000000081,-300.4999999999919
15,100,14,70,30,14,1.0,2,699.5000000000081,-300.4999999999919
5,20,14,70,25,14,1.5,2,687.8600000000094,-312.13999999999055
5,20,14,70,30,14,1.5,2,687.8600000000094,-312.13999999999055
5,20,14,70,30,14,1.0,2,680.9400000000171,-319.0599999999829
5,20,14,70,25,14,1.0,2,680.9400000000171,-319.0599999999829
20,100,14,70,25,14,1.0,2,651.430000000009,-348.56999999999096
20,100,14,70,30,14,1.0,2,651.430000000009,-348.56999999999096
